Ni,Ti,Si,Co,Pd,Mo,Fe,V,Cr,Al,Zr,Nb,Mn,Ta,Cu,Hf,Pt,B,HT-1K,HT-2K,T-min,As,Af,Ms,Mf,MsK,HT-1,HT-2,T,th
15,50,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,1223,973,60,238,298,254,203,527,950,700,1,
20,50,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,1223,973,60,241,277,255,204,528,950,700,1,
15,50,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,1223,1173,60,253,299,254,206,527,950,900,1,
15,50,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,1223,973,60,242,301,251,212,524,950,700,1,
15,50,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,1223,773,9.96,271,302,253,223,526,950,500,0.166,
15,50,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,1223,773,60,258,281,255,238,528,950,500,1,
15,50,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,1223,973,60,258,284,258,230,531,950,700,1,
10,50,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,1223,773,60,279,300,264,244,537,950,500,1,
10,50,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,1223,773,9.96,277,326,264,230,537,950,500,0.166,
15,50,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,1223,1173,60,264,305,262,218,535,950,900,1,
15,50,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,1223,973,60,252,329,263,209,536,950,700,1,
15,50,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,1223,973,60,246,323,263,206,536,950,700,1,
20,50,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,1223,973,60,250,322,261,203,534,950,700,1,
15,50,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,1223,273,0,259,315,270,208,543,950,0,0,
10,50,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,1223,773,60,292,321,272,247,545,950,500,1,
15,50,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,1223,1173,60,259,315,270,208,543,950,900,1,
15,50,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,1223,773,9.96,277,343,276,228,549,950,500,0.166,
10,50,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,1223,773,60,288,332,283,248,556,950,500,1,
10,50,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,1223,773,60,246,311,283,223,556,950,500,1,
15,50,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,1223,1173,60,271,320,288,215,561,950,900,1,
10,50,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,1223,773,60,301,345,295,251,568,950,500,1,
10,50,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,1223,773,60,307,366,304,255,577,950,500,1,
10,50,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,1223,873,60,314,338,307,280,580,950,600,1,
10,50,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,1223,973,60,340,351,329,312,602,950,700,1,
10,50,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,1223,1173,60,336,351,332,316,605,950,900,1,
24.5,45.5,0,0,25,0,0,0,0,0,0,0,0,5,0,0,0,0,1323,273,0,122,135,105,89,378,1050,0,0,
24.5,45.5,0,0,25,0,0,0,0,0,0,0,0,5,0,0,0,0,1323,273,0,111,136,110,83,383,1050,0,0,
24.5,47.5,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,1323,273,0,159,173,148,129,421,1050,0,0,
24.5,47.5,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,1323,273,0,165,169,151,146,424,1050,0,0,
24.5,47.5,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,1323,273,0,169,175,153,148,426,1050,0,0,
24.5,47.5,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,1323,273,0,174,184,159,149,432,1050,0,0,
24.5,47.5,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,1323,273,0,178,194,168,151,441,1050,0,0,
24.5,47.5,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,1323,273,0,181,206,179,154,452,1050,0,0,
24.5,49.5,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1323,273,0,189,202,179,162,452,1050,0,0,
24.5,47.5,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,1323,273,0,187,216,187,157,460,1050,0,0,
24.5,49.5,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1323,273,0,191,196,179,174,452,1050,0,0,
24.5,49.5,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1323,273,0,195,202,182,175,455,1050,0,0,
24.5,49.5,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1323,273,0,198,211,188,175,461,1050,0,0,
24.5,49.5,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1323,273,0,202,221,197,179,470,1050,0,0,
24.5,49.5,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1323,273,0,207,231,205,181,478,1050,0,0,
24.5,49.5,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1323,273,0,212,241,215,183,488,1050,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,230,406,107,68,380,1000,0,0,
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,107,135,103,74,376,0,0,0,
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,100,114,101,74,374,0,0,0,
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,88,124,104,77,377,0,0,0,
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,104,122,107,78,380,0,0,0,
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,82,113,107,85,380,0,0,0,
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,108,117,102,96,375,0,0,0,
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,114,125,108,100,381,0,0,0,
33,50,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,273,0,113,124,110,93,383,950,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,102,124,109,80,382,1000,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,110,117,103,92,376,1000,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,115,123,108,97,381,1000,0,0,
26.4,51.8,0,0,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,973,273,0,110,125,102,82,375,700,0,0,
26.4,51.8,0,0,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,973,273,0,110,125,104,84,377,700,0,0,
26.4,51.8,0,0,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,973,273,0,114,130,106,88,379,700,0,0,
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,873,273,0,109,152,108,80,381,600,0,0,
21,49,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,113,128,111,93,384,1000,0,0,
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,108,129,113,81,386,0,0,0,
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,88,120,112,87,385,0,0,0,
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,94,136,120,83,393,0,0,0,
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,91,131,117,90,390,0,0,0,
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,117,137,114,104,387,0,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,108,132,117,88,390,1000,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,118,130,113,100,386,1000,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,120,131,119,101,392,1000,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,124,138,120,103,393,1000,0,0,
26.4,51.4,0,0,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,973,273,0,122,137,111,96,384,700,0,0,
25.3,49.7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,117,126,116,100,389,1050,0,0,
25.3,49.7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,122,129,117,105,390,1050,0,0,
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,105,152,132,88,405,0,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,129,152,134,104,407,1000,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,133,158,140,105,413,1000,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,132,153,135,110,408,1000,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,129,142,135,118,408,1000,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,138,152,135,119,408,1000,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,142,154,137,126,410,1000,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,138,144,137,127,410,1000,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,136,142,135,130,408,1000,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,133,162,142,111,415,1000,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,144,161,141,123,414,1000,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,147,164,146,128,419,1000,0,0,
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,170,151,151,128,424,1000,0,0,
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,773,273,0,139,183,150,108,423,500,0,0,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,723,60,141,179,149,112,422,950,450,1,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,147,168,147,118,420,1050,0,0,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,1173,60,151,167,143,119,416,950,900,1,
29,50,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,273,0,154,167,152,133,425,950,0,0,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,773,60,160,179,158,139,431,950,500,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,773,60,163,178,159,141,432,950,500,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,1173,60,157,171,158,142,431,950,900,1,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,171,183,159,149,432,1050,0,0,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,168,178,171,15,444,0,0,0,
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,773,273,0,141,189,169,116,442,500,0,0,
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,773,273,0,151,196,178,124,451,500,0,0,
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,773,273,0,159,207,189,131,462,500,0,0,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,873,60,153,188,172,134,445,950,600,1,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,169,185,162,147,435,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,171,189,165,147,438,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,173,188,165,149,438,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,169,191,170,143,443,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,175,204,180,147,453,1050,0,0,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,973,60,188,197,173,150,446,950,700,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,169,176,169,157,442,1050,0,0,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,1173,60,186,196,170,156,443,950,900,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,823,60,173,193,178,154,451,950,550,1,
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,873,273,0,186,200,176,157,449,600,0,0,
25.1,50,0,0,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,773,273,0,186,207,183,157,456,500,0,0,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,1173,60,178,194,182,160,455,950,900,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,923,60,176,191,178,161,451,950,650,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,873,60,179,193,175,162,448,950,600,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,973,60,169,184,167,162,440,950,700,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,1173,60,198,218,183,164,456,950,900,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,873,60,204,210,176,165,449,950,600,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,973,60,179,194,181,165,454,950,700,1,
20.5,49.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,183,197,183,163,456,1000,0,0,
20.5,49.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,673,60,182,201,188,164,461,1000,400,1,
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,873,273,0,188,210,188,165,461,600,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,190,197,180,166,453,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,184,195,179,167,452,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,187,224,192,166,465,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,194,212,191,168,464,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,193,215,188,168,461,1050,0,0,
20.5,49.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,773,60,186,199,183,169,456,1000,500,1,
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,973,273,0,193,206,188,169,461,700,0,0,
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,973,273,0,198,210,191,170,464,700,0,0,
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,973,273,0,199,208,190,173,463,700,0,0,
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,873,273,0,192,222,197,170,470,600,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,196,211,194,170,467,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,189,206,185,172,458,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,190,207,189,172,462,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,185,203,190,172,463,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,873,60,217,234,192,172,465,950,600,1,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,191,211,192,174,465,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,188,207,191,174,464,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,193,196,179,175,452,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,196,202,181,175,454,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,197,204,182,176,455,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,222,202,194,177,467,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,203,213,190,177,463,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,193,201,191,179,464,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,208,226,199,179,472,1050,0,0,
24.7,50.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,193,203,194,180,467,1050,0,0,
24.7,50.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,193,201,192,181,465,1050,0,0,
24.7,50.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,193,202,193,181,466,1050,0,0,
24.7,50.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,192,198,192,182,465,1050,0,0,
24.7,50.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,193,201,193,182,466,1050,0,0,
24.7,50.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,192,202,194,182,467,1050,0,0,
24.7,50.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,192,200,193,183,466,1050,0,0,
24.7,50.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,192,199,192,184,465,1050,0,0,
20.5,49.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1073,60,191,202,187,182,460,1000,800,1,
20.5,49.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,873,60,188,199,183,177,456,1000,600,1,
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,773,273,0,164,218,205,141,478,500,0,0,
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,201,217,200,179,473,0,0,0,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,673,60,195,218,202,165,475,1000,400,1,
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,573,60,315,465,219,180,492,1000,300,1,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,673,60,208,236,216,175,489,1000,400,1,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,673,60,198,235,215,170,488,1000,400,1,
19.8,50.2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1273,60,198,236,214,170,487,1000,1000,1,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,673,60,192,228,211,171,484,1000,400,1,
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,873,273,0,193,236,210,174,483,600,0,0,
22.9,50,0,0,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,873,273,0,203,231,201,178,474,600,0,0,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,195,218,202,165,475,1000,0,0,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,973,60,209,240,201,166,474,950,700,1,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,189,228,202,166,475,1050,0,0,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,1173,60,211,241,203,170,476,950,900,1,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,192,228,205,167,478,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,199,229,205,169,478,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,202,233,206,170,479,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,191,232,207,166,480,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,192,231,208,168,481,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,190,232,209,167,482,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,191,232,209,168,482,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,192,234,210,168,483,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,191,233,210,169,483,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,196,228,208,171,481,1050,0,0,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,873,60,231,265,206,180,479,950,600,1,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,212,234,207,182,480,1050,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,212,239,211,183,484,0,0,0,
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,219,245,215,183,488,0,0,0,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,1173,60,223,264,217,182,490,950,900,1,
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,211,236,216,191,489,0,0,0,
22,49.5,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,973,273,0,226,231,209,205,482,700,0,0,
22,49.5,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,230,239,213,208,486,0,0,0,
22,49.5,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,231,238,214,207,487,0,0,0,
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1173,60,221,233,216,209,489,1000,900,1,
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1173,60,227,233,217,210,490,1000,900,1,
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1173,60,227,236,220,208,493,1000,900,1,
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,280,460,222,170,495,1000,0,0,
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,224,239,223,201,496,1000,0,0,
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,773,60,232,253,224,193,497,1000,500,1,
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,673,60,217,251,225,185,498,1000,400,1,
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,873,273,0,200,252,225,178,498,600,0,0,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,873,60,238,281,225,191,498,950,600,1,
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,673,60,215,260,226,176,499,1000,400,1,
22,49.5,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,973,273,0,239,255,228,215,501,700,0,0,
22,49.5,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,973,273,0,240,253,229,212,502,700,0,0,
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,973,273,0,217,254,229,194,502,700,0,0,
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,218,248,230,189,503,1000,0,0,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,973,60,235,281,230,187,503,950,700,1,
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1273,60,219,249,231,190,504,1000,1000,1,
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1173,60,232,257,231,206,504,1000,900,1,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,873,60,235,260,233,208,506,1000,600,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,1173,60,220,294,232,190,505,950,900,1,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,673,4.98,235,245,234,223,507,1050,400,0.083,
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,308,448,237,193,510,1000,0,0,
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,673,60,232,249,237,215,510,1000,400,1,
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,773,60,231,248,237,216,510,1000,500,1,
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1273,60,237,253,238,218,511,1000,1000,1,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,673,4.98,244,250,240,229,513,1050,400,0.083,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,673,4.98,244,251,240,228,513,1050,400,0.083,
22,49.5,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,973,273,0,243,268,238,216,511,700,0,0,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,973,60,235,305,239,205,512,950,700,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,973,60,217,264,241,179,514,950,700,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,1173,60,206,287,245,182,518,950,900,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,973,60,222,293,241,187,514,950,700,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,973,60,226,297,241,188,514,950,700,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,973,60,228,300,243,195,516,950,700,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,973,60,233,302,242,198,515,950,700,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,973,60,244,304,245,198,518,950,700,1,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,873,60,231,301,244,206,517,950,600,1,
