Ni,Ti,Si,Co,Pd,Mo,Fe,V,Cr,Al,Zr,Nb,Mn,Ta,Cu,Hf,Pt,B,HT-1K,HT-2K,T-min,As,Af,Ms,Mf,MsK,HT-1,HT-2,T,th
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1273,1440,230,241,241,208,514,1000,1000,24,
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1073,60,253,269,242,215,515,1000,800,1,
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1073,60,244,265,245,216,518,1000,800,1,
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,873,60,244,256,242,227,515,1000,600,1,
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,243,257,245,226,518,1000,0,0,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,673,4.98,250,259,244,233,517,1050,400,0.083,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,673,60,252,260,244,234,517,1050,400,1,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,673,4.98,251,263,245,234,518,1050,400,0.083,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,473,60,258,267,247,240,520,1050,200,1,
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1073,60,248,258,246,236,519,1000,800,1,
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,573,60,240,258,246,224,519,1000,300,1,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1273,60,236,262,246,209,519,1000,1000,1,
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,973,273,0,228,273,246,195,519,700,0,0,
22,49.5,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,973,273,0,247,287,250,223,523,700,0,0,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,673,4.98,262,278,251,240,524,1050,400,0.083,
19.6,50.4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,249,264,251,229,524,1000,0,0,
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1273,60,254,274,253,229,526,1000,1000,1,
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1273,60,259,280,255,230,528,1000,1000,1,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,219,262,252,211,525,1000,0,0,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1273,300,239,303,255,209,528,1000,1000,5,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,212,284,252,191,525,1000,0,0,
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,873,60,225,322,252,196,525,950,600,1,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,215,270,255,196,528,1000,0,0,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,673,60,205,284,257,176,530,1000,400,1,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,221,267,256,205,529,1000,0,0,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,222,267,256,206,529,1000,0,0,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1273,300,224,270,256,208,529,1000,1000,5,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1273,300,239,285,257,206,530,1000,1000,5,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,873,60,229,279,257,203,530,1000,600,1,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,231,261,260,207,533,1000,0,0,
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,260,281,258,229,531,1000,0,0,
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1273,60,265,281,257,230,530,1000,1000,1,
19.8,50.2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,252,270,256,231,529,1000,0,0,
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1273,60,262,282,257,234,530,1000,1000,1,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,673,4.98,261,289,260,239,533,1050,400,0.083,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,223,269,265,202,538,1000,0,0,
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,227,274,262,206,535,1000,0,0,
22,29.5,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,973,273,0,261,299,262,232,535,700,0,0,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,673,4.98,263,301,265,237,538,1050,400,0.083,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,673,4.98,262,293,263,239,536,1050,400,0.083,
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,273,0,262,274,261,242,534,950,0,0,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,473,60,263,284,266,246,539,1050,200,1,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,284,298,269,254,542,0,0,0,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,275,300,277,253,550,0,0,0,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,277,308,277,249,550,0,0,0,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,274,445,273,238,546,0,0,0,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,673,4.98,266,301,273,235,546,1050,400,0.083,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,673,4.98,268,303,271,235,544,1050,400,0.083,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,276,448,277,237,550,0,0,0,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,673,4.98,267,326,277,234,550,1050,400,0.083,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,673,4.98,275,322,280,242,553,1050,400,0.083,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,673,4.98,257,326,281,237,554,1050,400,0.083,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,673,4.98,259,326,282,237,555,1050,400,0.083,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,278,443,282,240,555,0,0,0,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,673,4.98,276,323,284,244,557,1050,400,0.083,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,673,4.98,280,322,288,245,561,1050,400,0.083,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,473,60,276,307,283,256,556,1050,200,1,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,276,442,294,257,567,0,0,0,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,473,60,288,320,297,266,570,1050,200,1,
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,277,448,321,250,594,0,0,0,
15,50,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,378,474,331,269,604,1000,0,0,
15,50,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,273,0,336,351,318,302,591,900,0,0,
13,51,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,1023,60,348,369,329,316,602,950,750,1,
28.5,50.5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,349,372,357,328,630,1050,0,0,
28.5,50.5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,273,0,350,376,359,332,632,1050,0,0,
10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,392,411,388,360,661,1000,0,0,
10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,449,511,383,379,656,1000,0,0,
10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,273,0,414,434,399,372,672,900,0,0,
10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,406,442,408,379,681,1000,0,0,
10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,405,436,403,380,676,1000,0,0,
10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,397,432,398,379,671,1000,0,0,
5,50,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1273,1440,503,509,486,467,759,1000,1000,24,
5,50,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,518,550,457,448,730,1000,0,0,
10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,411,440,401,387,674,1000,0,0,
10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1273,1440,419,427,403,387,676,1000,1000,24,
10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,273,0,411,438,402,385,675,1000,0,0,
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,473,1073,4.98,98,131,115,84,388,200,800,0.083,
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,473,873,4.98,103,127,112,90,385,200,600,0.083,
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,473,973,4.98,102,126,111,87,384,200,700,0.083,
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,473,673,4.98,101,125,111,90,384,200,400,0.083,
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,473,773,4.98,100,114,103,87,376,200,500,0.083,
46,45,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,773,273,0,100,104,101,93,374,500,0,0,
45,46,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,773,273,0,103,106,102,97,375,500,0,0,
28,63,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,773,273,0,106,108,108,105,381,500,0,0,
43,48,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,773,273,0,106,109,107,104,380,500,0,0,
41,50,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,773,273,0,108,110,109,107,382,500,0,0,
25.2,51.4,0,0,0,0,0,0,0,0,0,0,0,0,23.4,0,0,0,773,273,0,86,115,107,76,380,500,0,0,
21.1,51.3,0,0,0,0,0,0,0,0,0,0,0,0,27.6,0,0,0,773,273,0,85,128,118,71,391,500,0,0,
25.2,51.4,0,0,0,0,0,0,0,0,0,0,0,0,23.4,0,0,0,873,273,0,91,111,103,80,376,600,0,0,
18,48.5,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0,873,273,0,72,115,102,60,375,600,0,0,
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,873,273,0,93,118,104,79,377,600,0,0,
15.7,51.2,0,0,0,0,0,0,0,0,0,0,0,0,33.1,0,0,0,873,273,0,71,122,115,65,388,600,0,0,
36.8,51.6,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,873,273,0,95,123,108,84,381,600,0,0,
21.1,51.3,0,0,0,0,0,0,0,0,0,0,0,0,27.6,0,0,0,873,273,0,93,126,115,81,388,600,0,0,
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,873,273,0,101,131,118,85,391,600,0,0,
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,873,273,0,100,140,121,86,394,600,0,0,
25.2,51.4,0,0,0,0,0,0,0,0,0,0,0,0,23.4,0,0,0,873,273,0,105,142,131,91,404,600,0,0,
36.8,51.6,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,873,273,0,104,143,123,87,396,600,0,0,
21.1,51.3,0,0,0,0,0,0,0,0,0,0,0,0,27.6,0,0,0,873,273,0,97,146,131,83,404,600,0,0,
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,873,273,0,99,147,127,88,400,600,0,0,
47,35,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,1173,273,0,161,196,130,97,403,900,0,0,
48,36,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,773,273,0,189,218,149,126,422,500,0,0,
41,36,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,773,273,0,170,202,146,108,419,500,0,0,
44,36,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,773,273,0,157,198,149,110,422,500,0,0,
48,36,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,873,273,0,199,218,153,142,426,600,0,0,
41,36,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,873,273,0,190,202,147,125,420,600,0,0,
44,36,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,873,273,0,184,199,146,129,419,600,0,0,
48,36,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,973,273,0,199,218,154,145,427,700,0,0,
41,36,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,973,273,0,164,181,119,108,392,700,0,0,
48,36,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,1073,273,0,194,212,151,139,424,800,0,0,
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1173,273,0,178,197,146,124,419,900,0,0,
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1173,273,0,140,189,137,85,410,900,0,0,
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1173,273,0,131,182,133,81,406,900,0,0,
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1173,273,0,113,177,126,76,399,900,0,0,
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1173,273,0,113,174,125,75,398,900,0,0,
43,35,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,1273,273,0,116,152,128,89,401,1000,0,0,
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1273,273,0,120,158,129,89,402,1000,0,0,
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1273,273,0,123,160,132,87,405,1000,0,0,
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1273,273,0,117,165,128,103,401,1000,0,0,
46,36,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1273,273,0,149,170,121,87,394,1000,0,0,
46,36,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1273,273,0,154,174,124,90,397,1000,0,0,
46,36,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1273,273,0,159,181,127,92,400,1000,0,0,
45,37,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1273,273,0,159,191,135,127,408,1000,0,0,
46,36,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1273,273,0,167,193,135,96,408,1000,0,0,
44,36,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,1273,273,0,155,196,148,97,421,1000,0,0,
44,36,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,1273,273,0,159,205,148,100,421,1000,0,0,
46,36,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1273,273,0,179,206,140,114,413,1000,0,0,
44,36,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,1273,273,0,166,222,158,114,431,1000,0,0,
44,36,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,1273,273,0,215,233,162,151,435,1000,0,0,
44,36,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,1273,273,0,218,238,163,124,436,1000,0,0,
40,40,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,1273,273,0,305,333,287,258,560,1000,0,0,
43,35,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,1273,273,0,438,473,407,382,680,1000,0,0,
45,37,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1273,273,0,459,487,421,402,694,1000,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,193,277,187,150,460,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,156,256,158,110,431,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,189,245,179,142,452,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,187,233,172,139,445,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,147,220,138,108,411,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,162,217,145,117,418,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,187,209,161,144,434,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,184,206,158,142,431,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,153,203,131,101,404,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,161,198,137,115,410,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,181,195,147,137,420,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,177,194,150,133,423,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,172,193,153,129,426,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,158,185,133,115,406,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,151,184,124,99,397,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,173,183,140,130,413,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,174,182,142,131,415,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,138,176,119,104,392,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,166,172,138,133,411,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,156,171,132,118,405,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,146,168,119,97,392,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,161,166,134,128,407,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,159,163,135,121,408,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,155,161,128,117,401,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,150,158,123,109,396,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,141,155,111,97,384,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,130,153,111,97,384,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,129,148,115,96,388,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,132,143,115,102,388,1050,0,0,
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1323,273,0,137,142,114,103,387,1050,0,0,
49.7,34.9,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,773,273,0,170,189,112,93,385,500,0,0,
49.7,34.9,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,773,273,0,175,190,117,96,390,500,0,0,
49.7,34.9,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,773,273,0,173,195,119,95,392,500,0,0,
49.7,34.9,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,773,273,0,179,214,132,99,405,500,0,0,
49.7,34.9,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,773,273,0,189,231,152,105,425,500,0,0,
49.7,34.9,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,773,273,0,189,242,173,108,446,500,0,0,
49.7,34.9,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,773,273,0,199,249,187,111,460,500,0,0,
49.7,34.9,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,873,273,0,150,191,109,109,382,600,0,0,
49.7,34.9,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,873,273,0,172,194,112,100,385,600,0,0,
49.7,34.9,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,873,273,0,164,207,125,95,398,600,0,0,
49.7,34.9,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,873,273,0,176,217,138,107,411,600,0,0,
49.7,34.9,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,973,273,0,165,189,108,103,381,700,0,0,
47.5,29.4,0,0,0,0,0,0,0,0,23.1,0,0,0,0,0,0,0,973,273,0,137,191,104,43,377,700,0,0,
47.5,29.4,0,0,0,0,0,0,0,0,23.1,0,0,0,0,0,0,0,973,273,0,158,192,105,72,378,700,0,0,
47.5,29.4,0,0,0,0,0,0,0,0,23.1,0,0,0,0,0,0,0,973,273,0,137,195,103,48,376,700,0,0,
47.5,29.4,0,0,0,0,0,0,0,0,23.1,0,0,0,0,0,0,0,973,273,0,159,200,110,84,383,700,0,0,
48.2,32.3,0,0,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0,973,273,0,229,242,179,167,452,700,0,0,
49.5,30.8,0,0,0,0,0,0,0,0,19.7,0,0,0,0,0,0,0,973,273,0,201,260,177,131,450,700,0,0,
49.5,30.8,0,0,0,0,0,0,0,0,19.7,0,0,0,0,0,0,0,973,273,0,213,264,175,136,448,700,0,0,
49.5,30.8,0,0,0,0,0,0,0,0,19.7,0,0,0,0,0,0,0,973,273,0,205,267,182,134,455,700,0,0,
49.5,30.8,0,0,0,0,0,0,0,0,19.7,0,0,0,0,0,0,0,973,273,0,222,272,184,140,457,700,0,0,
49.5,30.8,0,0,0,0,0,0,0,0,19.7,0,0,0,0,0,0,0,973,273,0,236,289,200,145,473,700,0,0,
49.5,30.8,0,0,0,0,0,0,0,0,19.7,0,0,0,0,0,0,0,973,273,0,228,307,222,149,495,700,0,0,
50,32,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1073,273,0,139,159,128,99,401,800,0,0,
50,40,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1073,273,0,85,169,110,23,383,800,0,0,
50,40,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1073,273,0,86,174,114,21,387,800,0,0,
49.5,38,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,1153,273,0,145,155,102,86,375,880,0,0,
48.5,39.5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1153,273,0,157,175,117,92,390,880,0,0,
43,41,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1153,273,0,157,197,130,92,403,880,0,0,
49.5,36.25,0,0,0,0,0,0,0,0,14.25,0,0,0,0,0,0,0,1153,273,0,192,210,167,147,440,880,0,0,
49.5,35.5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1153,273,0,189,217,175,139,448,880,0,0,
48.5,36.5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1153,273,0,197,218,163,130,436,880,0,0,
49.5,35.5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1153,1153,60,190,230,150,127,423,880,880,1,
48.7,35.3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1173,273,0,187,223,164,138,437,900,0,0,
48.7,33.8,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,1173,273,0,218,230,180,162,453,900,0,0,
50,35,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1173,273,0,195,238,201,125,474,900,0,0,
50,35,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1173,273,0,165,243,183,88,456,900,0,0,
50,35,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1173,273,0,180,250,190,167,463,900,0,0,
50,35,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1173,273,0,201,251,201,122,474,900,0,0,
50,30,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1173,273,0,303,320,265,255,538,900,0,0,
49.5,40.5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1223,273,0,166,132,107,75,380,950,0,0,
49.5,39.5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1223,273,0,179,139,122,91,395,950,0,0,
49.5,37.5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1223,273,0,205,172,157,119,430,950,0,0,
48.5,31.5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1223,873,6000,85,192,105,34,378,950,600,100,
49.5,35.5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1223,273,0,226,199,182,155,455,950,0,0,
47,38,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1223,273,0,191,208,162,133,435,950,0,0,
49.5,35.5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1223,273,0,194,226,190,143,463,950,0,0,
48.5,36.5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1223,273,0,212,230,185,160,458,950,0,0,
49.5,35.5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1223,273,0,210,233,191,162,464,950,0,0,
48.5,31.5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1223,273,0,276,298,251,222,524,950,0,0,
48.5,31.5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1223,273,0,278,301,253,223,526,950,0,0,
48.5,31.5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1223,273,0,284,306,256,226,529,950,0,0,
48.5,31.5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1223,273,0,290,310,258,229,531,950,0,0,
48.5,31.5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1223,273,0,296,313,263,234,536,950,0,0,
49.5,30.5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1223,273,0,270,314,267,219,540,950,0,0,
