Ni,Ti,Si,Co,Pd,Mo,Fe,V,Cr,Al,Zr,Nb,Mn,Ta,Cu,Hf,Pt,B,HT-1,HT-2,T,As,Af,Ms,Mf
41.6,51.9,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,600,0,0,84,107,91,68
11.3,51.4,0,0,0,0,0,0,0,0,0,0,0,0,37.3,0,0,0,600,0,0,69,108,97,60
15.7,51.2,0,0,0,0,0,0,0,0,0,0,0,0,33.1,0,0,0,600,0,0,65,109,97,62
25.2,51.4,0,0,0,0,0,0,0,0,0,0,0,0,23.4,0,0,0,600,0,0,91,111,103,80
21.1,51.3,0,0,0,0,0,0,0,0,0,0,0,0,27.6,0,0,0,600,0,0,85,112,100,71
18,48.5,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0,600,0,0,72,115,102,60
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,600,0,0,93,118,104,79
15.7,51.2,0,0,0,0,0,0,0,0,0,0,0,0,33.1,0,0,0,600,0,0,71,122,115,65
36.8,51.6,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,600,0,0,95,123,108,84
21.1,51.3,0,0,0,0,0,0,0,0,0,0,0,0,27.6,0,0,0,600,0,0,93,126,115,81
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,600,0,0,101,131,118,85
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,600,0,0,100,140,121,86
25.2,51.4,0,0,0,0,0,0,0,0,0,0,0,0,23.4,0,0,0,600,0,0,105,142,131,91
36.8,51.6,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,600,0,0,104,143,123,87
21.1,51.3,0,0,0,0,0,0,0,0,0,0,0,0,27.6,0,0,0,600,0,0,97,146,131,83
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,600,0,0,99,147,127,88
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,607,0,0,16,21,8,1
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,607,0,0,20,27,11,3
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,607,0,0,30,32,20,18
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,607,0,0,26,35,16,9
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,607,0,0,33,37,25,22
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,607,0,0,29,38,20,11
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,607,0,0,37,44,34,27
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,607,0,0,40,50,40,32
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,612,0,0,25,40,30,16
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,612,497,1,22,42,26,18
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,612,0,0,34,45,20,18
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,612,497,5,28,47,32,21
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,612,497,23,38,50,36,22
45.46,49.16,0,0,0,0,0,0,0,0,0,0,0,0,5.38,0,0,0,650,0,0,-5,10,4,-19
45.46,49.16,0,0,0,0,0,0,0,0,0,0,0,0,5.38,0,0,0,650,0,0,-10,14,1,-30
47.49,47.54,0,0,0,0,0,0,0,0,0,0,0,0,4.97,0,0,0,650,0,0,13,16,0,-40
44.8,49.2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,650,0,0,-35,24,14,-45
45.46,49.16,0,0,0,0,0,0,0,0,0,0,0,0,5.38,0,0,0,650,0,0,-41,32,20,-55
45.3,49.5,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,650,0,0,21,42,9,2
45.3,49.5,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,650,0,0,27,43,35,22
44.4,51,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,650,0,0,-26,49,32,-48
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,650,0,0,46,57,39,28
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,650,0,0,52,58,47,40
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,650,0,0,60,64,52,46
46.1,51.6,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,650,0,0,49,68,62,43
44.6,50.4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,650,0,0,58,69,44,33
38,52,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,650,400,0.16,64,70,64,56
38.3,52.4,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,650,0,0,69,72,49,42
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,650,0,0,66,73,51,38
38.3,52.4,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,650,0,0,70,75,53,41
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,650,0,0,73,76,65,61
38.3,52.4,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,650,0,0,73,79,60,46
47,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,650,0,0,65,80,57,38
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,650,0,0,81,84,59,57
38.3,52.4,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,650,0,0,80,87,73,56
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,650,0,0,79,88,63,56
47,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,650,0,0,60,90,66,38
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,650,0,0,77,92,75,65
38.3,52.4,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,650,0,0,88,97,82,66
47,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,650,0,0,73,101,83,56
38.3,52.4,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,650,0,0,95,106,94,76
43,49,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,700,900,1,0,12,-1,-13
46.3,48.9,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,700,0,0,1,16,2,-11
43,49,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,700,900,1,8,23,7,-6
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,700,0,0,44,49,42,36
38.5,52,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,700,0,0,31,51,35,18
40.1,44.6,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,700,0,0,43,53,36,20
38.5,52,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,700,0,0,45,57,41,30
37,53.5,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,700,0,0,47,58,45,34
44.9,48.9,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,700,0,0,23,59,37,-8
43,49,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,700,400,1,53,61,39,31
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,700,0,0,61,65,54,49
41,51,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,700,400,1,63,66,45,42
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,700,0,0,64,68,63,58
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,700,0,0,61,70,56,31
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,700,0,0,54,71,64,47
42,50,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,700,900,1,66,75,49,45
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,700,0,0,74,78,65,61
43,49,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,700,600,1,78,82,57,56
41,51,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,700,900,0,79,83,65,62
42,50,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,700,0,0,69,84,53,43
46,49,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,700,0,0,57,85,57,32
44.56,50.38,0,0,0,0,0,0,0,0,0,0,0,0,5.06,0,0,0,700,0,0,78,88,59,54
42,50,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,700,600,1,81,93,65,60
41,51,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,700,600,1,81,97,73,68
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,750,0,0,-1,32,22,-13
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,750,450,0.0016,7,36,27,2
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,750,450,0.016,15,39,29,4
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,750,450,0.05,17,40,31,9
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,750,450,0.083,20,42,32,11
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,750,450,0.16,22,44,33,13
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,750,450,0.33,25,45,35,16
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,750,0,0,34,46,20,14
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,750,450,0.66,28,47,38,16
42.5,49.9,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,750,0,0,44,54,41,29
43.49,51.2,0,0,0,0,0,0,0,0,0,0,0,0,5.31,0,0,0,750,0,0,49,57,41,36
41.3,49.5,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,750,0,0,52,60,48,39
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,750,0,0,49,61,55,42
39.8,50.2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,750,400,0.5,51,62,49,25
42.5,49.9,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,750,450,1,50,64,43,30
44.2,49.7,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,750,450,1,49,66,41,28
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,750,450,0.5,52,68,55,36
43.49,51.2,0,0,0,0,0,0,0,0,0,0,0,0,5.31,0,0,0,750,450,0.5,53,69,46,36
39.8,50.2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,750,450,0.5,54,70,57,37
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,750,450,1,65,71,68,60
39.8,50.2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,750,450,0.5,62,73,60,46
42.8,50.2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,750,400,0.5,56,74,58,41
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,750,0,0,60,75,61,45
39.8,50.2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,750,600,0.5,60,76,64,42
39.8,50.2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,750,700,0.5,63,77,65,43
38,52,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,800,0,0,13,41,25,-4
38,52,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,800,0,0,42,47,20,4
38,52,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,800,0,0,43,49,22,6
44,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,800,0,0,37,51,34,24
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,800,0,0,15,53,16,-20
38,52,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,800,0,0,49,56,33,21
38,52,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,800,0,0,53,61,42,26
38,52,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,800,0,0,58,65,47,32
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,800,0,0,64,68,63,58
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,800,0,0,60,69,57,48
38,52,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,800,0,0,63,74,56,39
38,52,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,800,0,0,71,77,68,62
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,800,0,0,66,87,70,58
38,52,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,800,0,0,78,91,76,55
38,50,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,800,0,0,64,94,62,43
30,50,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,800,0,0,96,117,85,68
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,840,0,0,17,34,15,4
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,840,0,0,10,41,17,-2
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,850,0,0,2,31,23,-10
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,850,0,0,-67,32,23,-93
47,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,850,0,0,6,33,27,5
42.5,50,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,850,0,0,-32,36,14,-32
49.9,45.1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,850,0,0,14,37,18,2
42.5,50,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,850,0,0,23,38,24,10
45.05,49.98,0,0,0,0,0,0,0,0,0,0,0,0,4.97,0,0,0,850,0,0,11,39,15,-7
42.5,50,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,850,0,0,35,40,29,26
46,50,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,850,0,0,25,43,28,18
37.5,50,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,850,0,0,-88,45,1,-92
41,50,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,850,0,0,23,46,35,14
46,50,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,850,400,1,30,47,24,19
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,850,0,0,8,48,40,5
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,850,400,1,29,50,42,14
40.5,49.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,850,600,1.66,-46,51,35,-57
48,50,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,850,0,0,41,52,34,30
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,850,400,1,49,53,39,35
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,850,0,0,54,54,44,43
40.5,49.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,850,600,0.166,34,55,38,18
41,50,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,850,850,1,52,56,41,8
46,50,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,850,500,1,46,57,39,31
40.5,49.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,850,600,10,-24,59,49,-36
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,850,700,1,45,58,51,33
44,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,850,0,0,51,59,45,39
37.5,50,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,850,0,0,54,60,53,47
44,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,850,850,1,38,61,47,30
40.5,49.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,850,600,1.66,32,63,49,19
42,50,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,850,0,0,50,62,53,40
41,50,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,850,0,0,58,63,56,49
43,50,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,850,0,0,56,64,53,45
41,50,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,850,0,0,58,65,56,48
40.5,49.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,850,600,3,34,66,53,18
44,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,850,0,0,53,66,51,39
40.5,49.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,850,0,0,36,67,54,20
40.5,49.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,850,600,40,-14,68,55,-26
49,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,850,0,0,59,68,36,18
40.5,49.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,850,600,40,44,69,58,43
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,850,700,0.5,58,70,59,47
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,850,0,0,63,71,56,51
47,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,850,850,1,60,74,51,37
47,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,850,0,0,66,75,52,46
40.5,49.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,850,600,200,-4,76,63,-11
47,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,850,850,1,61,79,59,45
47,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,850,0,0,63,80,60,45
46,50,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,850,0,0,63,81,61,44
20,50,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,850,0,0,74,83,77,68
49,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,850,0,0,78,87,50,41
34,50,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,900,0,0,-86,4,1,-100
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,900,0,0,-136,13,-4,-168
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,900,0,0,-44,14,-8,-75
38,50,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,900,0,0,-67,27,13,-70
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,900,0,0,-66,35,24,-76
41,50,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,900,0,0,-12,44,-7,-63
41,49,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,900,500,6,26,47,32,10
42.5,50,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,900,0,0,-37,52,39,-62
35,50,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,900,0,0,41,53,48,24
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,900,0,0,36,56,39,20
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,900,500,24,52,58,41,31
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,900,500,48,28,65,40,11
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,900,650,0.5,53,64,49,32
30,50,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,900,0,0,51,68,52,38
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,900,650,24,52,70,47,23
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,900,500,1,56,72,44,24
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,900,500,24,61,75,49,33
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,900,0,0,67,78,69,56
30,50,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,900,0,0,65,80,77,72
20,50,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,900,0,0,72,82,81,74
40,51,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,900,650,1,63,84,63,40
34,50,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,900,0,0,70,90,77,62
41.1,48.9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,950,0,0,-4,3,-72,-89
46,49,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,950,0,0,-7,12,-11,-32
45.9,49.1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,950,0,0,5,16,-2,-16
41,49,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,950,0,0,5,18,-59,-80
40.7,49.3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,950,0,0,28,35,-27,-44
45.7,49.3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,950,0,0,22,39,16,-2
40.5,49.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,950,0,0,45,55,-8,-26
45.5,49.5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,950,0,0,40,57,31,11
45.3,49.7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,950,0,0,48,67,45,26
39.25,50.75,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,950,0,0,66,77,8,-22
40.2,49.8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,950,0,0,66,77,20,-3
45.2,49.8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,950,0,0,55,78,54,29
44.25,50.75,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,950,0,0,64,84,61,40
44.5,50.5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,950,0,0,64,85,60,36
44.6,50.4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,950,0,0,68,88,65,43
44.75,50.25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,950,0,0,73,90,69,51
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,950,0,0,67,95,72,44
20.4,52.2,0,0,0,0,0,0,0,0,0,0,0,0,27.4,0,0,0,950,0,0,84,97,67,49
47.5,50,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,950,0,0,81,107,72,45
45,39,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1000,700,100,-8,7,-37,-55
42.4,49.6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1000,0,0,2,14,4,-7
45,39,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1000,650,100,8,21,-30,-47
49.5,49.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1000,0,0,19,31,-10,-31
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1000,0,0,-53,33,20,-54
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1000,300,0.5,-1,35,18,-16
45,39,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1000,575,100,31,36,25,21
45,39,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1000,575,100,28,43,-3,-17
45,39,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1000,500,100,41,45,44,40
45,39,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1000,575,100,30,47,8,-15
42,50,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1000,0,0,21,49,39,30
45,39,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1000,500,100,39,52,6,-7
45,39,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1000,500,100,46,51,17,9
45,39,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1000,450,100,45,57,16,1
41,51,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1000,0,0,54,63,54,42
41,50.6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1000,0,0,54,65,55,48
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1000,0,0,56,67,51,38
44.5,45.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1000,400,1,47,71,57,37
44.5,45.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1000,0,0,49,76,58,40
56.5,40,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1000,1000,1,37,103,90,30
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1050,0,0,39,84,74,25
44.7,50,0,0,0,0.3,0,0,0,0,0,0,0,0,5,0,0,0,850,0,0,-7,7,4,-48
44.7,50,0,0,0,0.3,0,0,0,0,0,0,0,0,5,0,0,0,850,0,0,4,8,-3,-6
44.7,50,0,0,0,0.3,0,0,0,0,0,0,0,0,5,0,0,0,850,0,0,-6,11,-8,-26
44.7,50,0,0,0,0.3,0,0,0,0,0,0,0,0,5,0,0,0,850,0,0,12,15,-1,-4
44.5,50,0,0,0,0.5,0,0,0,0,0,0,0,0,5,0,0,0,850,0,0,0,16,-3,-23
44.5,50,0,0,0,0.5,0,0,0,0,0,0,0,0,5,0,0,0,850,0,0,1,18,-4,-24
44.5,50,0,0,0,0.5,0,0,0,0,0,0,0,0,5,0,0,0,850,0,0,2,19,-1,-23
44.5,50,0,0,0,0.5,0,0,0,0,0,0,0,0,5,0,0,0,850,0,0,3,20,-3,-24
34.7,50,0,0,0,0.3,0,0,0,0,0,0,0,0,15,0,0,0,850,0,0,18,22,15,12
44.7,50,0,0,0,0.3,0,0,0,0,0,0,0,0,5,0,0,0,850,0,0,18,23,3,-1
34.7,50,0,0,0,0.3,0,0,0,0,0,0,0,0,15,0,0,0,850,0,0,22,26,21,17
39.7,50,0,0,0,0.3,0,0,0,0,0,0,0,0,10,0,0,0,850,0,0,-10,27,12,-5
34.7,50,0,0,0,0.3,0,0,0,0,0,0,0,0,15,0,0,0,850,0,0,25,28,21,18
44.7,50,0,0,0,0.3,0,0,0,0,0,0,0,0,5,0,0,0,850,0,0,22,29,5,1
34.7,50,0,0,0,0.3,0,0,0,0,0,0,0,0,15,0,0,0,850,0,0,26,31,22,18
39.7,50,0,0,0,0.3,0,0,0,0,0,0,0,0,10,0,0,0,850,0,0,33,19,21,8
44.5,50,0,0,0,0.5,0,0,0,0,0,0,0,0,5,0,0,0,850,0,0,6,34,-3,-35
29.7,50,0,0,0,0.3,0,0,0,0,0,0,0,0,20,0,0,0,850,0,0,31,35,28,25
34.7,50,0,0,0,0.3,0,0,0,0,0,0,0,0,15,0,0,0,850,0,0,33,37,27,25
29.7,50,0,0,0,0.3,0,0,0,0,0,0,0,0,20,0,0,0,850,0,0,35,40,35,29
29.7,50,0,0,0,0.3,0,0,0,0,0,0,0,0,20,0,0,0,850,0,0,35,42,36,29
29.7,50,0,0,0,0.3,0,0,0,0,0,0,0,0,20,0,0,0,850,0,0,37,44,39,32
43,50,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,850,0,0,-61,-39,-56,-81
43,50,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,850,0,0,-53,-36,-47,-73
43,50,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,850,0,0,-51,-33,-42,-68
43.5,50,0,0,0,0,1.5,0,0,0,0,0,0,0,5,0,0,0,850,0,0,-26,-4,-14,-32
44,50,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,850,0,0,33,49,37,30
43,50,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,400,0,0,19,23,13,7
43,50,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,400,0,0,-20,26,13,-31
43.5,50,0,0,0,0,0,1.5,0,0,0,0,0,0,5,0,0,0,400,0,0,26,29,20,16
