Ni,Ti,Si,Co,Pd,Mo,Fe,V,Cr,Al,Zr,Nb,Mn,Ta,Cu,Hf,Pt,B,HT-1,HT-2,T,As,Af,Ms,Mf
15,50,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,950,700,1,252,329,263,209
15,50,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,950,700,1,246,323,263,206
20,50,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,950,700,1,250,322,261,203
15,50,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,950,0,0,259,315,270,208
10,50,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,950,500,1,292,321,272,247
15,50,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,950,900,1,259,315,270,208
15,50,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,950,500,0.166,277,343,276,228
10,50,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,950,500,1,288,332,283,248
10,50,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,950,500,1,246,311,283,223
15,50,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,950,900,1,271,320,288,215
10,50,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,950,500,1,301,345,295,251
10,50,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,950,500,1,307,366,304,255
10,50,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,950,600,1,314,338,307,280
10,50,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,950,700,1,340,351,329,312
10,50,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,950,900,1,336,351,332,316
24.5,45.5,0,0,25,0,0,0,0,0,0,0,0,5,0,0,0,0,1050,0,0,106,113,88,78
24.5,45.5,0,0,25,0,0,0,0,0,0,0,0,5,0,0,0,0,1050,0,0,108,119,90,80
24.5,45.5,0,0,25,0,0,0,0,0,0,0,0,5,0,0,0,0,1050,0,0,109,117,90,82
24.5,45.5,0,0,25,0,0,0,0,0,0,0,0,5,0,0,0,0,1050,0,0,108,129,98,82
24.5,45.5,0,0,25,0,0,0,0,0,0,0,0,5,0,0,0,0,1050,0,0,122,135,105,89
24.5,45.5,0,0,25,0,0,0,0,0,0,0,0,5,0,0,0,0,1050,0,0,111,136,110,83
24.5,47.5,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,1050,0,0,159,173,148,129
24.5,47.5,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,1050,0,0,165,169,151,146
24.5,47.5,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,1050,0,0,169,175,153,148
24.5,47.5,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,1050,0,0,174,184,159,149
24.5,47.5,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,1050,0,0,178,194,168,151
24.5,47.5,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,1050,0,0,181,206,179,154
24.5,49.5,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1050,0,0,189,202,179,162
24.5,47.5,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,1050,0,0,187,216,187,157
24.5,49.5,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1050,0,0,191,196,179,174
24.5,49.5,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1050,0,0,195,202,182,175
24.5,49.5,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1050,0,0,198,211,188,175
24.5,49.5,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1050,0,0,202,221,197,179
24.5,49.5,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1050,0,0,207,231,205,181
24.5,49.5,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1050,0,0,212,241,215,183
10,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1,36,88,35,-38
21.5,48.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,37,61,41,-2
45,50,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,24,45,50,26,12
27,50,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,45,85,50,25
43,50,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,58,74,50,29
45,50,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,62,82,56,35
27,48,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,10,63,84,45,39
27,48,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,10,69,86,49,41
27,48,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,100,62,86,49,44
27,48,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,100,71,86,50,41
39.2,51.2,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,37,67,63,33
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,87,71,39
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,87,73,40
41,50,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,58,68,56,49
27,48,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,100,80,93,60,53
27,48,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,10,78,93,62,51
39,50,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,62,75,63,45
22.3,47.9,0,0,29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,88,103,70,43
22.3,47.9,0,0,29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,89,105,71,45
50.1,49.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,122,78,45
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,93,77,48
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,89,68,57
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,98,73,60
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,89,77,58
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,91,78,57
37,50,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,80,92,76,59
26.4,51.8,0,0,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,750,450,1,98,128,96,50
22.3,47.9,0,0,29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,99,123,90,58
20,52,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,79,132,81,58
27,48,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,100,86,104,74,63
27,48,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,10,84,105,77,61
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,102,79,63
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,94,83,63
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,104,86,65
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,108,85,68
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,100,88,66
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,103,89,70
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,108,92,68
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,112,92,70
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,107,94,70
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,24,90,107,95,65
27,48,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,10,97,124,88,72
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,119,98,72
27,48,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,100,113,134,100,72
35,50,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,94,105,92,78
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,109,93,80
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,109,93,81
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,105,98,83
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,109,96,92
26.4,51.8,0,0,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,113,124,91,81
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,230,406,107,68
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,135,103,74
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,114,101,74
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,124,104,77
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,122,107,78
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,113,107,85
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,117,102,96
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,125,108,100
33,50,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,113,124,110,93
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,102,124,109,80
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,110,117,103,92
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,115,123,108,97
26.4,51.8,0,0,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,110,125,102,82
26.4,51.8,0,0,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,110,125,104,84
26.4,51.8,0,0,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,114,130,106,88
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,109,152,108,80
21,49,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,113,128,111,93
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,129,113,81
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,120,112,87
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,136,120,83
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,131,117,90
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,137,114,104
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,108,132,117,88
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,118,130,113,100
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,120,131,119,101
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,124,138,120,103
26.4,51.4,0,0,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,122,137,111,96
25.3,49.7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,117,126,116,100
25.3,49.7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,122,129,117,105
33.7,50.3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,152,132,88
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,129,152,134,104
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,133,158,140,105
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,132,153,135,110
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,129,142,135,118
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,138,152,135,119
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,142,154,137,126
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,138,144,137,127
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,136,142,135,130
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,133,162,142,111
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,144,161,141,123
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,147,164,146,128
30,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,170,151,151,128
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,139,183,150,108
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,450,1,141,179,149,112
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,147,168,147,118
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,900,1,151,167,143,119
29,50,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,154,167,152,133
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,500,1,160,179,158,139
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,500,1,163,178,159,141
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,900,1,157,171,158,142
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,171,183,159,149
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,178,171,15
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,141,189,169,116
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,151,196,178,124
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,159,207,189,131
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,600,1,153,188,172,134
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,169,185,162,147
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,171,189,165,147
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,173,188,165,149
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,169,191,170,143
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,175,204,180,147
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,700,1,188,197,173,150
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,169,176,169,157
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,900,1,186,196,170,156
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,550,1,173,193,178,154
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,186,200,176,157
25.1,50,0,0,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,186,207,183,157
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,900,1,178,194,182,160
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,650,1,176,191,178,161
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,600,1,179,193,175,162
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,700,1,169,184,167,162
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,900,1,198,218,183,164
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,600,1,204,210,176,165
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,700,1,179,194,181,165
20.5,49.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,183,197,183,163
20.5,49.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,400,1,182,201,188,164
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,188,210,188,165
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,190,197,180,166
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,184,195,179,167
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,187,224,192,166
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,194,212,191,168
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,193,215,188,168
20.5,49.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,500,1,186,199,183,169
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,193,206,188,169
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,198,210,191,170
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,199,208,190,173
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,192,222,197,170
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,196,211,194,170
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,189,206,185,172
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,190,207,189,172
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,185,203,190,172
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,600,1,217,234,192,172
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,191,211,192,174
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,188,207,191,174
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,193,196,179,175
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,196,202,181,175
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,197,204,182,176
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,222,202,194,177
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,203,213,190,177
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,193,201,191,179
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,208,226,199,179
24.7,50.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,193,203,194,180
24.7,50.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,193,201,192,181
24.7,50.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,193,202,193,181
24.7,50.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,192,198,192,182
24.7,50.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,193,201,193,182
24.7,50.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,192,202,194,182
24.7,50.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,192,200,193,183
24.7,50.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,192,199,192,184
20.5,49.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,800,1,191,202,187,182
20.5,49.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,600,1,188,199,183,177
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,164,218,205,141
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,217,200,179
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,400,1,195,218,202,165
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,300,1,315,465,219,180
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,400,1,208,236,216,175
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,400,1,198,235,215,170
19.8,50.2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1,198,236,214,170
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,400,1,192,228,211,171
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,193,236,210,174
22.9,50,0,0,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,203,231,201,178
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,195,218,202,165
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,700,1,209,240,201,166
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,189,228,202,166
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,900,1,211,241,203,170
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,192,228,205,167
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,199,229,205,169
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,202,233,206,170
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,191,232,207,166
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,192,231,208,168
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,190,232,209,167
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,191,232,209,168
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,192,234,210,168
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,191,233,210,169
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,196,228,208,171
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,600,1,231,265,206,180
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,212,234,207,182
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,239,211,183
24.5,50.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,245,215,183
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,900,1,223,264,217,182
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,236,216,191
22,49.5,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,226,231,209,205
22,49.5,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,239,213,208
22,49.5,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,238,214,207
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,900,1,221,233,216,209
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,900,1,227,233,217,210
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,900,1,227,236,220,208
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,280,460,222,170
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,224,239,223,201
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,500,1,232,253,224,193
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,400,1,217,251,225,185
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,200,252,225,178
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,600,1,238,281,225,191
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,400,1,215,260,226,176
22,49.5,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,239,255,228,215
22,49.5,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,240,253,229,212
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,217,254,229,194
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,218,248,230,189
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,700,1,235,281,230,187
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1,219,249,231,190
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,900,1,232,257,231,206
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,600,1,235,260,233,208
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,900,1,220,294,232,190
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,0.083,235,245,234,223
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,308,448,237,193
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,400,1,232,249,237,215
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,500,1,231,248,237,216
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1,237,253,238,218
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,0.083,244,250,240,229
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,0.083,244,251,240,228
22,49.5,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,243,268,238,216
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,700,1,235,305,239,205
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,700,1,217,264,241,179
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,900,1,206,287,245,182
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,700,1,222,293,241,187
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,700,1,226,297,241,188
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,700,1,228,300,243,195
